imageset,imagename,imagewidth,imageheight,class,difficulty,pose,truncated,xmin,xmax,ymin,ymax
test,004236,500,333,bottle,1,Unspecified,1,139,163,27,71
test,004236,500,333,bottle,1,Unspecified,1,185,206,30,94
test,004236,500,333,bottle,1,Unspecified,1,199,227,58,146
test,004236,500,333,bottle,1,Unspecified,1,245,277,70,150
test,004236,500,333,bottle,1,Unspecified,1,249,276,26,73
test,004236,500,333,bottle,1,Unspecified,1,224,249,41,86
test,004236,500,333,bottle,1,Unspecified,1,207,233,14,59
test,004236,500,333,bottle,1,Unspecified,1,170,196,8,47
test,004236,500,333,bottle,1,Unspecified,1,275,295,50,67
test,004236,500,333,bottle,1,Unspecified,1,327,354,51,84
test,004236,500,333,bottle,1,Unspecified,1,347,376,36,89
test,004236,500,333,bottle,1,Unspecified,1,366,394,24,61
test,004236,500,333,bottle,1,Unspecified,1,380,408,58,87
test,004236,500,333,bottle,1,Unspecified,1,396,426,44,87
test,004236,500,333,bottle,1,Unspecified,1,437,466,67,100
test,004236,500,333,bottle,1,Unspecified,1,451,481,51,80
test,004236,500,333,bottle,1,Unspecified,1,470,497,32,60
test,004236,500,333,bottle,1,Unspecified,1,419,441,26,52
test,004238,500,357,person,0,Unspecified,1,10,112,105,357
test,004238,500,357,person,0,Unspecified,1,228,341,112,357
test,004238,500,357,person,0,Unspecified,1,314,483,24,357
test,004240,333,500,car,0,Left,0,66,274,373,457
test,004240,333,500,car,0,Left,1,276,333,388,446
test,004243,500,375,motorbike,0,Unspecified,1,1,106,174,308
test,004243,500,375,motorbike,0,Unspecified,0,85,213,164,291
test,004243,500,375,motorbike,0,Right,1,174,263,163,261
test,004243,500,375,motorbike,0,Right,1,235,334,156,244
test,004243,500,375,motorbike,0,Right,1,305,402,136,230
test,004243,500,375,motorbike,0,Left,1,372,426,161,215
test,004243,500,375,motorbike,0,Right,1,456,500,132,181
test,004243,500,375,motorbike,0,Right,1,423,465,132,196
test,004243,500,375,person,0,Left,1,47,91,117,244
test,004243,500,375,person,0,Frontal,1,454,472,114,146
test,004243,500,375,person,1,Unspecified,1,433,458,120,151
test,004243,500,375,person,0,Unspecified,1,405,425,120,155
test,004245,500,375,car,0,Unspecified,1,88,500,159,375
test,004245,500,375,car,0,Unspecified,1,2,308,127,332
test,004245,500,375,person,0,Frontal,1,205,272,121,230
test,004248,500,333,person,0,Unspecified,1,178,266,242,333
test,004248,500,333,person,0,Right,1,185,241,156,221
test,004248,500,333,person,0,Unspecified,1,434,457,155,189
test,004248,500,333,person,1,Unspecified,1,418,439,155,185
test,004248,500,333,person,0,Unspecified,0,242,271,137,169
test,004249,500,333,car,0,Right,0,175,422,158,251
test,004249,500,333,person,0,Frontal,0,210,229,104,156
test,004250,360,480,diningtable,1,Unspecified,1,151,243,133,161
test,004250,360,480,diningtable,0,Unspecified,1,126,272,159,228
test,004250,360,480,diningtable,0,Unspecified,1,79,298,224,332
test,004250,360,480,diningtable,0,Unspecified,1,27,358,325,480
test,004250,360,480,diningtable,1,Unspecified,1,166,233,108,118
test,004250,360,480,diningtable,1,Unspecified,1,160,236,116,140
test,004250,360,480,diningtable,1,Unspecified,1,10,49,108,141
test,004250,360,480,diningtable,1,Unspecified,1,54,75,98,125
test,004250,360,480,chair,1,Unspecified,1,138,164,105,139
test,004250,360,480,chair,1,Unspecified,1,125,158,111,150
test,004250,360,480,chair,1,Unspecified,1,117,153,117,162
test,004250,360,480,chair,0,Right,1,102,146,129,197
test,004250,360,480,chair,0,Right,1,79,137,149,221
test,004250,360,480,chair,0,Right,1,61,128,162,284
test,004250,360,480,chair,0,Right,1,4,93,206,405
test,004250,360,480,chair,1,Unspecified,1,3,56,409,479
test,004250,360,480,chair,1,Unspecified,1,111,137,99,126
test,004250,360,480,diningtable,1,Unspecified,1,99,145,96,130
test,004251,500,333,bird,0,Right,0,188,313,70,277
test,004252,500,375,sofa,1,Unspecified,1,63,500,195,245
test,004252,500,375,tvmonitor,0,Frontal,0,203,294,32,107
test,004252,500,375,cat,0,Unspecified,1,157,316,229,375
test,004254,500,375,car,0,Unspecified,0,77,450,109,299
test,004254,500,375,car,0,Unspecified,1,1,116,111,206
test,004260,500,281,tvmonitor,0,Frontal,1,85,404,1,136
test,004260,500,281,person,0,Unspecified,1,85,500,2,281
test,004261,500,326,train,0,Unspecified,0,213,298,140,193
test,004262,375,500,chair,0,Left,0,156,240,258,352
test,004266,500,375,horse,0,Left,0,49,456,68,327
test,004266,500,375,person,0,Unspecified,1,435,500,64,177
test,004267,380,284,dog,0,Unspecified,0,13,360,46,256
test,004268,500,375,bottle,0,Unspecified,0,149,192,130,291
test,004268,500,375,person,0,Unspecified,1,191,206,104,135
test,004268,500,375,person,0,Unspecified,1,208,228,96,137
test,004268,500,375,person,0,Unspecified,1,192,209,154,189
test,004268,500,375,person,0,Unspecified,1,206,230,145,189
test,004268,500,375,person,0,Unspecified,1,192,213,206,239
test,004268,500,375,person,1,Unspecified,1,213,228,197,225
test,004268,500,375,person,0,Unspecified,1,193,217,255,293
test,004276,375,500,sofa,0,Unspecified,0,54,291,100,256
test,004276,375,500,person,0,Unspecified,1,265,375,85,351
test,004276,375,500,person,0,Unspecified,0,109,248,157,382
test,004276,375,500,person,0,Rear,0,80,138,98,238
test,004276,375,500,pottedplant,0,Unspecified,0,22,39,79,107
test,004276,375,500,pottedplant,0,Unspecified,0,9,26,77,107
test,004277,333,500,dog,0,Frontal,0,200,318,309,480
test,004278,500,341,aeroplane,0,Unspecified,0,14,449,141,289
test,004282,500,496,bird,0,Unspecified,0,60,450,56,347
test,004285,500,333,person,0,Frontal,1,1,272,61,333
test,004285,500,333,person,0,Unspecified,1,243,489,76,333
test,004285,500,333,person,1,Unspecified,1,443,499,140,193
test,004285,500,333,person,0,Unspecified,1,410,441,143,185
test,004288,500,375,dog,0,Frontal,0,207,390,135,375
test,004288,500,375,sofa,0,Frontal,1,4,500,57,368
test,004288,500,375,person,0,Frontal,1,30,280,5,374
test,004288,500,375,person,0,Frontal,1,244,500,3,375
test,004289,500,375,tvmonitor,1,Unspecified,0,218,294,70,153
test,004289,500,375,person,0,Unspecified,1,5,138,128,375
test,004289,500,375,person,0,Unspecified,1,104,283,82,313
test,004289,500,375,person,0,Unspecified,1,181,424,64,373
test,004290,500,375,car,0,Rear,0,337,417,198,266
test,004290,500,375,car,0,Left,1,1,60,213,294
test,004290,500,375,car,1,Unspecified,1,1,86,194,262
test,004294,500,332,horse,0,Left,0,140,433,121,301
test,004294,500,332,person,0,Unspecified,0,261,320,75,237
test,004297,500,375,dog,0,Unspecified,1,108,306,156,375
test,004297,500,375,person,0,Unspecified,0,210,500,1,317
test,004299,500,375,boat,0,Frontal,0,167,397,119,196
test,004299,500,375,person,0,Frontal,0,271,297,118,167
test,004299,500,375,boat,0,Unspecified,0,422,500,15,43
test,004299,500,375,boat,0,Unspecified,0,148,253,8,50
test,004301,400,480,horse,0,Unspecified,0,56,320,87,438
test,004301,400,480,person,0,Unspecified,1,131,241,46,282
test,004302,500,333,bus,0,Unspecified,1,1,500,124,264
test,004305,500,375,bus,0,Frontal,0,79,280,179,344
test,004305,500,375,person,0,Frontal,1,181,208,231,265
test,004305,500,375,person,0,Frontal,0,288,351,245,362
test,004305,500,375,motorbike,0,Frontal,0,291,342,280,368
test,004305,500,375,car,0,Rear,0,341,395,275,308
test,004305,500,375,car,1,Unspecified,0,443,465,280,294
test,004305,500,375,person,1,Unspecified,0,8,24,281,312
test,004305,500,375,car,1,Unspecified,1,1,35,285,308
test,004306,500,375,dog,0,Unspecified,1,283,464,149,358
test,004306,500,375,dog,0,Left,0,183,500,30,304
test,004308,500,400,cat,0,Rear,1,50,294,129,400
test,004308,500,400,tvmonitor,0,Frontal,1,1,118,61,329
test,004308,500,400,tvmonitor,0,Frontal,1,172,500,47,398
test,004309,500,375,horse,0,Right,1,88,422,157,375
test,004309,500,375,horse,1,Unspecified,1,330,500,247,375
test,004309,500,375,person,1,Unspecified,1,468,500,85,249
test,004309,500,375,person,0,Unspecified,0,178,308,74,294
test,004311,500,497,bottle,1,Unspecified,0,221,241,146,205
test,004311,500,497,bottle,0,Unspecified,0,253,271,166,204
test,004311,500,497,bottle,0,Unspecified,0,271,284,158,202
test,004311,500,497,bottle,1,Unspecified,0,284,296,176,202
test,004311,500,497,pottedplant,0,Unspecified,0,281,355,115,196
test,004311,500,497,person,0,Frontal,0,71,221,44,487
test,004313,500,500,car,0,Unspecified,0,12,479,180,411
test,004314,500,372,aeroplane,0,Right,0,15,489,70,258
test,004316,500,375,cat,0,Frontal,0,88,284,114,294
test,004317,500,337,person,0,Unspecified,0,178,259,188,300
test,004317,500,337,person,0,Frontal,0,89,160,134,300
test,004317,500,337,person,0,Unspecified,1,154,180,205,254
test,004317,500,337,person,0,Unspecified,1,1,65,155,304
test,004317,500,337,person,1,Unspecified,0,261,376,255,296
test,004319,500,375,chair,1,Unspecified,1,133,234,98,178
test,004319,500,375,chair,1,Unspecified,1,1,52,117,205
test,004319,500,375,chair,1,Unspecified,1,162,475,191,375
test,004319,500,375,diningtable,0,Unspecified,1,1,498,145,375
test,004320,500,379,car,0,Rear,0,158,334,160,263
test,004320,500,379,car,1,Unspecified,0,19,46,179,211
test,004324,500,333,train,0,Unspecified,1,1,412,64,323
test,004324,500,333,person,0,Unspecified,0,351,373,119,175
test,004328,500,311,person,0,Unspecified,0,44,147,117,265
test,004330,500,333,bicycle,0,Left,0,302,500,118,266
test,004330,500,333,person,0,Left,0,345,484,69,247
test,004332,334,500,cow,0,Unspecified,0,157,299,328,470
test,004334,375,500,person,0,Frontal,1,42,327,65,500
test,004335,500,333,car,0,Frontal,0,111,367,79,283
test,004336,500,375,person,0,Frontal,1,66,259,45,375
test,004336,500,375,person,0,Frontal,1,247,496,48,375
test,004337,500,333,car,0,Unspecified,1,357,500,173,244
test,004337,500,333,car,0,Unspecified,1,255,396,173,227
test,004337,500,333,car,0,Unspecified,1,202,302,173,217
test,004337,500,333,car,0,Unspecified,1,153,241,171,211
test,004337,500,333,car,0,Unspecified,1,125,193,172,206
test,004337,500,333,car,0,Unspecified,1,86,164,168,205
test,004337,500,333,car,1,Unspecified,1,57,104,168,198
test,004337,500,333,car,1,Unspecified,1,36,85,171,195
test,004337,500,333,car,1,Unspecified,1,20,58,170,190
test,004337,500,333,car,1,Unspecified,1,3,17,174,189
test,004340,500,375,bird,0,Left,0,203,355,170,333
test,004340,500,375,bird,0,Right,0,172,362,237,368
test,004340,500,375,bird,0,Right,0,62,240,115,284
test,004340,500,375,bird,0,Right,1,200,257,78,156
test,004342,500,375,person,0,Unspecified,1,221,499,89,375
test,004342,500,375,tvmonitor,0,Right,0,179,228,160,236
test,004342,500,375,tvmonitor,0,Right,1,50,146,126,266
test,004342,500,375,tvmonitor,0,Right,1,1,65,78,268
test,004342,500,375,person,0,Left,1,269,343,108,196
test,004343,500,330,dog,0,Left,0,82,496,36,283
test,004344,333,500,bicycle,0,Unspecified,0,102,202,224,407
test,004344,333,500,person,0,Unspecified,0,103,196,140,333
test,004348,500,380,bottle,1,Unspecified,1,471,500,1,64
test,004348,500,380,chair,1,Unspecified,1,135,380,1,140
test,004348,500,380,diningtable,0,Unspecified,1,1,500,48,380
test,004350,500,375,bird,0,Left,0,197,357,114,302
test,004353,500,338,cat,0,Left,1,19,500,9,338
test,004355,500,375,person,0,Unspecified,1,312,500,52,361
test,004355,500,375,person,0,Unspecified,1,240,364,54,295
test,004355,500,375,person,0,Unspecified,1,1,164,58,287
test,004355,500,375,bottle,0,Unspecified,0,234,278,195,348
test,004355,500,375,bottle,0,Unspecified,0,184,226,182,324
test,004355,500,375,person,0,Unspecified,1,114,263,39,273
test,004357,500,375,sheep,0,Left,0,427,497,275,326
test,004357,500,375,sheep,0,Left,0,272,362,285,340
test,004357,500,375,person,0,Left,0,277,321,199,352
test,004357,500,375,person,0,Left,0,357,429,209,330
test,004358,444,500,bicycle,0,Unspecified,0,30,403,93,443
test,004362,404,500,bird,0,Frontal,0,213,352,190,430
test,004362,404,500,bird,0,Left,0,14,233,62,309
test,004363,500,332,sofa,1,Unspecified,1,263,500,172,332
test,004363,500,332,person,0,Unspecified,0,125,453,128,310
test,004363,500,332,person,0,Frontal,0,46,196,119,264
test,004363,500,332,chair,0,Frontal,1,88,219,157,228
test,004366,500,375,chair,0,Left,0,56,210,121,340
test,004366,500,375,chair,0,Frontal,0,312,467,121,248
test,004366,500,375,person,0,Frontal,1,187,282,102,298
test,004366,500,375,person,0,Frontal,0,232,341,192,323
test,004373,500,375,bird,0,Left,0,337,497,159,234
test,004373,500,375,bird,0,Unspecified,0,337,439,205,270
test,004373,500,375,bird,0,Left,0,100,322,174,239
test,004373,500,375,bird,1,Unspecified,1,231,286,156,196
test,004373,500,375,bird,0,Right,1,119,231,218,301
test,004373,500,375,bird,0,Unspecified,1,7,118,253,340
test,004374,500,375,boat,0,Unspecified,0,180,277,174,226
test,004375,500,375,cow,0,Frontal,0,342,403,135,206
test,004375,500,375,cow,0,Unspecified,0,110,178,156,226
test,004377,500,375,aeroplane,0,Unspecified,0,200,220,175,201
test,004377,500,375,aeroplane,0,Unspecified,0,201,217,207,228
test,004377,500,375,aeroplane,1,Unspecified,0,196,213,227,252
test,004377,500,375,aeroplane,1,Unspecified,1,199,216,237,259
test,004377,500,375,aeroplane,0,Unspecified,0,193,211,260,283
test,004377,500,375,aeroplane,0,Unspecified,0,186,202,285,310
test,004378,375,500,car,0,Left,1,46,148,146,179
test,004378,375,500,car,0,Right,1,224,375,97,302
test,004378,375,500,person,0,Frontal,1,4,273,90,500
test,004378,375,500,person,0,Unspecified,1,2,60,102,339
test,004381,500,341,horse,0,Right,0,15,454,56,312
test,004381,500,341,person,0,Right,0,231,359,23,165
test,004382,500,333,boat,0,Left,0,129,398,149,212
test,004383,500,332,bird,0,Unspecified,0,99,308,76,329
test,004385,500,364,sofa,0,Frontal,0,12,443,7,364
test,004388,500,375,train,0,Unspecified,0,94,445,100,248
test,004393,333,500,person,1,Unspecified,0,94,115,299,341
test,004393,333,500,train,0,Unspecified,1,4,306,209,349
test,004394,500,333,bird,0,Left,0,259,379,90,238
test,004395,500,375,bicycle,0,Left,0,123,379,139,300
test,004395,500,375,person,0,Unspecified,0,177,333,53,270
test,004398,500,375,aeroplane,0,Right,0,15,472,100,211
test,004399,500,368,cow,0,Right,0,240,361,150,229
test,004399,500,368,cow,1,Unspecified,0,166,222,119,206
test,004400,500,375,bird,0,Unspecified,1,105,382,2,375
test,004401,500,319,dog,0,Frontal,1,174,279,71,189
test,004402,500,334,bus,0,Unspecified,1,139,500,18,294
test,004402,500,334,person,1,Unspecified,1,261,295,108,147
test,004403,500,333,bird,0,Frontal,0,162,309,29,316
test,004406,500,375,bird,0,Left,0,124,500,75,225
test,004407,333,500,horse,0,Unspecified,1,1,322,34,482
test,004408,500,334,person,0,Left,1,391,500,69,334
test,004408,500,334,person,0,Unspecified,1,99,405,69,333
test,004408,500,334,person,0,Unspecified,1,197,338,30,247
test,004408,500,334,person,0,Unspecified,1,1,91,19,206
test,004408,500,334,person,0,Unspecified,1,100,210,18,333
test,004410,500,375,tvmonitor,1,Unspecified,0,30,458,1,262
test,004410,500,375,person,0,Unspecified,0,129,257,54,210
test,004410,500,375,person,0,Unspecified,0,214,338,15,206
test,004412,500,375,person,0,Unspecified,0,75,466,88,375
test,004412,500,375,bicycle,1,Unspecified,0,195,483,302,375
test,004413,500,333,bird,0,Frontal,0,58,466,6,333
test,004414,500,327,train,0,Unspecified,1,98,384,111,238
test,004414,500,327,person,1,Unspecified,0,156,171,195,236
test,004414,500,327,person,1,Unspecified,0,171,179,198,237
test,004414,500,327,person,1,Unspecified,0,205,221,192,239
test,004415,500,349,bird,0,Right,1,28,429,129,217
test,004416,500,375,bird,0,Right,0,90,378,124,308
test,004417,330,500,person,0,Unspecified,0,193,238,107,164
test,004417,330,500,person,0,Unspecified,0,29,45,126,171
test,004417,330,500,person,0,Unspecified,0,309,327,84,143
test,004417,330,500,person,0,Unspecified,0,125,196,210,290
test,004417,330,500,bicycle,0,Right,0,183,245,131,174
test,004417,330,500,bicycle,0,Unspecified,0,124,193,238,323
test,004418,333,500,person,0,Unspecified,0,161,300,238,426
test,004418,333,500,tvmonitor,0,Frontal,0,38,176,151,260
test,004419,500,375,dog,0,Unspecified,0,197,455,120,289
test,004419,500,375,dog,0,Unspecified,1,189,454,181,375
test,004420,500,375,person,0,Unspecified,1,65,303,38,294
test,004420,500,375,person,0,Unspecified,1,281,490,142,375
test,004422,500,375,bottle,1,Unspecified,1,389,408,219,291
test,004422,500,375,bottle,1,Unspecified,1,381,390,205,241
test,004422,500,375,bottle,1,Unspecified,1,371,386,216,286
test,004422,500,375,bottle,1,Unspecified,1,352,371,223,294
test,004422,500,375,bottle,1,Unspecified,1,343,355,211,289
test,004422,500,375,bottle,1,Unspecified,1,330,344,215,288
test,004422,500,375,pottedplant,1,Unspecified,1,361,468,96,189
test,004422,500,375,pottedplant,0,Unspecified,1,323,415,143,220
test,004422,500,375,pottedplant,1,Unspecified,1,281,328,142,223
test,004422,500,375,pottedplant,1,Unspecified,1,288,344,109,192
test,004425,375,500,bird,0,Frontal,1,70,291,28,394
test,004426,500,333,car,0,Unspecified,0,36,428,14,319
test,004426,500,333,car,0,Left,1,24,140,15,75
test,004426,500,333,person,0,Left,1,60,93,1,79
test,004427,500,375,cat,0,Unspecified,0,94,281,32,375
test,004428,500,375,dog,0,Unspecified,0,113,268,68,266
test,004428,500,375,person,0,Unspecified,1,1,258,1,248
test,004431,333,500,bus,0,Unspecified,1,52,244,272,421
test,004435,500,333,person,0,Frontal,1,157,327,45,333
test,004435,500,333,person,0,Unspecified,1,302,376,151,333
test,004435,500,333,person,0,Unspecified,1,12,185,199,333
test,004440,500,375,sofa,1,Unspecified,1,3,500,46,373
test,004440,500,375,person,0,Frontal,1,87,461,4,375
test,004442,500,375,car,0,Unspecified,0,392,491,247,305
test,004442,500,375,car,1,Unspecified,0,224,242,251,264
test,004442,500,375,car,1,Unspecified,1,199,206,252,264
test,004443,500,333,bird,0,Right,0,327,384,142,197
test,004443,500,333,bird,0,Unspecified,0,220,263,137,210
test,004443,500,333,boat,1,Unspecified,0,377,443,69,77
test,004443,500,333,boat,1,Unspecified,0,38,93,89,128
test,004443,500,333,boat,1,Unspecified,0,43,103,65,93
test,004443,500,333,boat,0,Left,0,189,396,63,169
test,004444,500,332,cat,0,Unspecified,0,49,407,19,307
test,004444,500,332,person,1,Unspecified,1,80,404,278,332
test,004445,500,375,cow,0,Right,0,235,459,72,221
test,004445,500,375,cow,0,Right,1,75,178,88,152
test,004445,500,375,cow,0,Unspecified,0,44,147,131,253
test,004445,500,375,cow,0,Rear,0,224,270,140,238
test,004445,500,375,cow,0,Unspecified,1,447,500,145,288
test,004447,500,375,bicycle,0,Unspecified,0,429,494,181,235
test,004447,500,375,bicycle,0,Unspecified,0,177,345,255,346
test,004447,500,375,person,0,Unspecified,0,312,358,125,307
test,004447,500,375,person,0,Unspecified,0,69,98,128,220
test,004447,500,375,person,0,Unspecified,0,52,79,139,216
test,004448,500,375,motorbike,0,Frontal,0,94,274,50,287
test,004448,500,375,motorbike,0,Unspecified,0,233,398,58,252
test,004448,500,375,motorbike,0,Unspecified,1,380,483,61,234
test,004449,500,375,person,0,Left,1,287,490,80,375
test,004449,500,375,person,0,Unspecified,0,201,297,151,362
test,004449,500,375,person,0,Right,0,93,205,121,328
test,004449,500,375,person,1,Unspecified,0,89,148,42,112
test,004449,500,375,person,0,Frontal,1,46,91,2,92
test,004449,500,375,person,1,Unspecified,1,114,153,1,69
test,004449,500,375,person,1,Unspecified,1,164,192,2,29
test,004449,500,375,chair,0,Right,0,70,203,216,372
test,004449,500,375,chair,0,Unspecified,0,39,117,178,322
test,004449,500,375,chair,1,Unspecified,1,477,492,220,276
test,004449,500,375,chair,0,Unspecified,0,75,128,113,193
test,004449,500,375,chair,0,Unspecified,0,100,142,101,172
test,004451,500,375,pottedplant,0,Unspecified,1,7,187,252,375
test,004451,500,375,pottedplant,0,Unspecified,0,37,172,169,261
test,004451,500,375,pottedplant,0,Unspecified,0,153,238,222,349
test,004451,500,375,pottedplant,1,Unspecified,0,388,404,121,137
test,004451,500,375,pottedplant,1,Unspecified,0,402,415,121,136
test,004451,500,375,pottedplant,1,Unspecified,0,419,433,124,138
test,004451,500,375,pottedplant,1,Unspecified,0,433,445,120,136
test,004451,500,375,pottedplant,1,Unspecified,0,415,432,117,132
test,004451,500,375,pottedplant,1,Unspecified,1,389,401,114,123
test,004451,500,375,pottedplant,1,Unspecified,1,401,415,116,122
test,004453,500,375,car,0,Frontal,0,68,416,78,312
test,004454,375,500,person,0,Frontal,0,213,311,95,375
test,004456,500,375,car,0,Unspecified,0,62,465,79,297
test,004456,500,375,person,0,Unspecified,1,162,208,67,116
test,004458,500,429,car,0,Left,0,55,431,167,270
test,004460,500,374,bird,0,Right,1,1,436,2,374
test,004461,500,368,bird,0,Right,0,11,482,36,330
test,004462,500,375,bird,0,Left,0,355,436,147,246
test,004462,500,375,bird,0,Left,0,206,289,88,157
test,004462,500,375,bird,0,Left,0,117,160,55,88
test,004462,500,375,bird,0,Left,0,446,491,75,121
test,004462,500,375,bird,0,Rear,0,285,371,234,375
test,004462,500,375,bird,1,Unspecified,0,196,222,68,128
test,004462,500,375,bird,1,Unspecified,0,174,204,52,87
test,004465,500,375,dog,0,Unspecified,0,213,374,186,340
test,004465,500,375,person,0,Unspecified,1,148,432,119,375
test,004465,500,375,person,0,Unspecified,0,87,283,85,359
test,004465,500,375,sofa,0,Unspecified,1,1,480,109,375
test,004467,500,332,cat,0,Left,0,174,390,46,308
test,004469,500,375,diningtable,1,Unspecified,1,43,363,298,375
test,004469,500,375,diningtable,0,Unspecified,1,96,345,188,316
test,004469,500,375,diningtable,0,Unspecified,1,185,298,114,189
test,004469,500,375,person,0,Unspecified,1,257,377,100,236
test,004469,500,375,person,0,Unspecified,1,313,415,125,299
test,004469,500,375,person,0,Unspecified,1,244,500,117,375
test,004469,500,375,person,0,Unspecified,1,77,172,106,239
test,004469,500,375,person,0,Unspecified,1,48,90,78,114
test,004469,500,375,person,0,Unspecified,1,1,115,102,331
test,004469,500,375,person,0,Unspecified,0,334,360,11,77
test,004469,500,375,bottle,0,Unspecified,1,184,216,320,375
test,004469,500,375,bottle,0,Unspecified,1,153,189,319,375
test,004469,500,375,bottle,0,Unspecified,1,213,236,192,256
test,004469,500,375,bottle,0,Unspecified,1,196,220,195,255
test,004472,500,375,dog,0,Unspecified,1,3,398,1,375
test,004473,500,335,train,0,Unspecified,1,215,421,129,206
test,004475,375,500,motorbike,0,Rear,0,67,333,118,465
test,004475,375,500,person,1,Unspecified,1,252,375,351,500
test,004475,375,500,person,0,Unspecified,1,305,358,307,435
test,004475,375,500,person,1,Unspecified,1,360,374,309,348
test,004475,375,500,person,1,Unspecified,1,344,356,309,338
test,004476,500,375,person,0,Unspecified,1,3,224,110,346
test,004476,500,375,person,0,Unspecified,1,217,359,114,375
test,004476,500,375,person,0,Unspecified,1,328,500,71,375
test,004476,500,375,bottle,0,Unspecified,0,328,352,75,170
test,004476,500,375,bottle,0,Unspecified,1,371,404,81,177
test,004476,500,375,bottle,0,Unspecified,0,21,58,219,336
test,004477,500,375,aeroplane,0,Rear,1,2,284,184,255
test,004477,500,375,aeroplane,1,Unspecified,1,323,426,207,233
test,004477,500,375,aeroplane,1,Unspecified,1,394,500,205,253
test,004478,500,375,car,0,Right,0,2,142,26,114
test,004478,500,375,person,0,Unspecified,1,37,57,33,71
test,004478,500,375,person,1,Unspecified,1,128,145,23,50
test,004478,500,375,person,1,Unspecified,1,210,227,14,40
test,004478,500,375,car,0,Right,1,135,258,33,78
test,004478,500,375,car,0,Unspecified,0,33,429,39,336
test,004478,500,375,person,1,Unspecified,1,309,336,2,51
test,004478,500,375,person,1,Unspecified,1,259,289,2,66
test,004480,334,500,person,0,Unspecified,0,2,333,12,500
test,004480,334,500,bicycle,0,Right,1,1,333,274,500
test,004482,500,375,diningtable,0,Unspecified,1,2,500,245,375
test,004482,500,375,person,0,Unspecified,1,14,217,81,329
test,004482,500,375,person,0,Unspecified,1,206,370,64,280
test,004483,500,375,train,0,Unspecified,1,1,441,89,318
test,004485,500,375,person,0,Unspecified,0,15,144,127,370
test,004485,500,375,person,0,Unspecified,0,87,176,92,331
test,004485,500,375,person,0,Unspecified,0,157,246,91,322
test,004485,500,375,person,0,Unspecified,0,219,305,67,329
test,004485,500,375,person,0,Unspecified,0,281,354,73,317
test,004485,500,375,person,0,Frontal,0,339,431,36,316
test,004485,500,375,person,0,Unspecified,0,416,500,27,315
test,004486,300,358,pottedplant,0,Unspecified,1,217,275,126,241
test,004486,300,358,pottedplant,0,Unspecified,0,152,227,168,247
test,004486,300,358,pottedplant,0,Unspecified,0,92,138,93,152
test,004486,300,358,pottedplant,0,Unspecified,1,146,221,117,173
test,004486,300,358,chair,0,Frontal,0,31,159,62,222
test,004489,500,333,cat,0,Unspecified,0,80,329,2,293
test,004491,500,375,chair,0,Unspecified,1,157,399,147,368
test,004491,500,375,person,0,Unspecified,0,185,333,134,283
test,004491,500,375,chair,0,Unspecified,1,435,500,261,375
test,004492,500,375,horse,0,Unspecified,1,17,320,33,375
test,004492,500,375,car,0,Unspecified,1,123,394,1,165
test,004497,500,357,aeroplane,0,Frontal,1,2,500,16,342
test,004497,500,357,person,0,Rear,0,277,344,214,343
test,004497,500,357,person,0,Rear,0,45,72,252,317
test,004497,500,357,person,0,Unspecified,0,461,480,261,317
test,004501,500,375,dog,0,Frontal,0,362,495,121,375
test,004501,500,375,dog,0,Left,0,9,232,223,362
test,004501,500,375,dog,0,Left,0,185,394,192,371
test,004501,500,375,sofa,1,Unspecified,1,2,500,183,375
test,004503,500,334,bird,0,Frontal,0,121,335,104,297
test,004504,500,335,cat,0,Unspecified,1,2,215,67,317
test,004505,500,333,train,0,Unspecified,0,1,322,15,298
test,004505,500,333,person,1,Unspecified,0,257,284,161,227
test,004506,375,500,chair,0,Frontal,0,90,330,82,470
test,004511,500,297,cat,0,Unspecified,1,1,300,1,238
test,004511,500,297,person,0,Unspecified,1,224,500,1,251
test,004513,500,375,bird,0,Unspecified,0,237,263,164,181
test,004515,364,500,cat,0,Right,0,7,355,111,341
test,004515,364,500,person,0,Frontal,0,10,364,2,462
test,004516,500,333,person,0,Unspecified,1,235,323,126,333
test,004516,500,333,person,0,Unspecified,1,316,382,179,333
test,004516,500,333,person,0,Frontal,1,317,446,89,333
test,004516,500,333,person,0,Unspecified,1,179,259,81,132
test,004521,500,334,car,0,Left,0,399,500,204,244
test,004521,500,334,car,0,Unspecified,0,242,275,196,214
test,004521,500,334,car,1,Unspecified,0,178,190,197,209
test,004521,500,334,car,1,Unspecified,0,154,174,195,212
test,004522,500,375,horse,0,Left,0,232,397,186,308
test,004523,500,375,person,0,Unspecified,1,365,460,115,375
test,004523,500,375,person,0,Unspecified,1,274,349,116,375
test,004523,500,375,person,0,Frontal,1,137,242,93,368
test,004523,500,375,person,1,Unspecified,1,463,500,144,375
test,004523,500,375,person,1,Unspecified,1,1,26,118,375
test,004523,500,375,person,0,Right,1,17,71,136,222
test,004523,500,375,bicycle,0,Right,1,15,98,185,237
test,004525,500,334,chair,0,Unspecified,1,373,500,1,120
test,004525,500,334,diningtable,0,Unspecified,1,48,500,1,334
test,004529,500,229,bird,0,Left,0,235,476,37,207
test,004531,500,395,bird,0,Right,1,2,499,2,394
test,004533,500,333,aeroplane,0,Left,0,192,311,186,233
test,004534,500,375,person,0,Unspecified,0,196,227,183,240
test,004534,500,375,person,0,Unspecified,0,369,388,177,228
